Playing Years,Playing Often,Playing Hours,Playing Games,Parent Revenue,Father Education,Mother Education,Grade,percentage,Grade_clean,Pass_Fail,Pass_Fail_Encoded,Sex_1,School Code_2,School Code_3,School Code_4,School Code_5,School Code_6,School Code_7,School Code_8,School Code_9,School Code_10,School Code_11,LetterGrade_B,LetterGrade_C,LetterGrade_D,LetterGrade_E,LetterGrade_F
-0.41554240392576036,2,-0.3652338068022241,1,2.033446074426648,0.24066569751048164,1.3520743674638596,77.50,"7750,00%",-0.00019922627834096436,Pass,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.41554240392576036,3,-0.3652338068022241,1,-0.787731362165278,-0.6133093581718728,-0.3490649510772708,83.00,"8300,00%",0.333288239640698,Pass,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1.1265816284209502,0,-1.1131860175408215,0,-0.787731362165278,-0.6133093581718728,-0.3490649510772708,80.00,"8000,00%",0.15138598550304036,Pass,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0065360450646192,5,-0.3652338068022241,1,0.15266111669869742,-1.4672844138542271,-0.3490649510772708,45.00,"4500,00%",-1.9708069794362983,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.41554240392576036,1,0.38271840393637324,1,-0.787731362165278,-0.6133093581718728,0.5015047081932944,85.00,"8500,00%",0.454556409065803,Pass,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.41554240392576036,5,-0.3652338068022241,1,-0.787731362165278,-1.4672844138542271,-1.1996346103478361,80.00,"8000,00%",0.15138598550304036,Pass,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.41554240392576036,2,0.38271840393637324,1,0.15266111669869742,-0.6133093581718728,-0.3490649510772708,55.00,"5500,00%",-1.364466132310773,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.41554240392576036,5,0.38271840393637324,1,0.15266111669869742,-0.6133093581718728,-0.3490649510772708,80.00,"8000,00%",0.15138598550304036,Pass,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2954968205694295,1,-0.3652338068022241,1,1.0930535955626728,-0.6133093581718728,1.3520743674638596,60.00,"6000,00%",-1.0612957087480104,Pass,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2954968205694295,5,0.38271840393637324,1,-0.787731362165278,-1.4672844138542271,0.5015047081932944,88.00,"8800,00%",0.6364586632034607,Pass,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
